estado;cidade;populacao;pib;pib_percapita
SAO PAULO;Dois Córregos;26040;363964.34375;13977.12988281
GOIAS;Aurilândia;3709;34192.81640625;9218.87988281
SAO PAULO;Iaras;5658;51714.51171875;9140.0703125
BAHIA;Paulo Afonso;106703;1743769.875;16342.28027344
MINAS GERAIS;Guaxupé;49719;1037274.25;20862.73046875
TOCANTINS;Brasilândia do Tocantins;2208;26675.76757812;12081.41992188
PERNAMBUCO;Cumaru;13812;65920.3203125;4772.68017578
SAO PAULO;Cafelândia;16778;192295.0;11461.13964844
BAHIA;Barreiras;137832;1693253.625;12284.91015625
PARA;Santa Isabel do Pará;55570;277844.90625;4999.91015625
MINAS GERAIS;Candeias;16281;129657.625;7963.74023438
SAO PAULO;Silveiras;5841;46585.80078125;7975.64990234
MINAS GERAIS;Belo Horizonte;2452617;44595204.0;18182.69921875
MINAS GERAIS;Santa Rita de Minas;5980;58281.58984375;9746.08007812
MINAS GERAIS;Mário Campos;12029;75661.0546875;6289.89013672
MINAS GERAIS;Caiana;4733;35661.89453125;7534.72998047
PARANA;São José dos Pinhais;279297;11511811.0;41217.1015625
BAHIA;Apuarema;7610;32103.33984375;4218.56982422
RIO GRANDE DO SUL;Ponte Preta;1846;23686.04882812;12831.00976562
PARANA;Guapirama;3645;41972.16796875;11515.0
RIO GRANDE DO NORTE;Porto do Mangue;5033;96511.578125;19175.75976562
MATO GROSSO;Campinápolis;14301;113937.0703125;7967.06982422
GOIAS;Anápolis;335960;8109760.0;24139.06054688
BAHIA;Cachoeira;33782;193704.671875;5733.95996094
MINAS GERAIS;Rubelita;8097;32559.80859375;4021.2199707
MINAS GERAIS;Ladainha;17195;59610.83984375;3466.75
PERNAMBUCO;Camocim de São Félix;16574;67847.71875;4093.62011719
MATO GROSSO DO SUL;Vicentina;5783;60769.06640625;10508.23046875
RIO GRANDE DO NORTE;Encanto;5365;23171.35546875;4318.99023438
RIO GRANDE DO SUL;Rosário do Sul;41746;535277.0;12822.24023438
RIO GRANDE DO SUL;Dom Feliciano;15300;155935.0;10191.83007812
SAO PAULO;Osvaldo Cruz;31461;411053.875;13065.50976562
RIO GRANDE DO SUL;Arroio do Sal;7291;80252.4140625;11007.04980469
MARANHAO;Tufilândia;5687;28744.01367188;5054.33984375
PIAUI;Angical do Piauí;6793;25210.82421875;3711.29003906
RIO GRANDE DO SUL;Vista Alegre;2932;37703.0859375;12859.16992188
TOCANTINS;Itaporã do Tocantins;3135;31261.0703125;9971.62988281
SANTA CATARINA;Antônio Carlos;7466;255497.78125;34221.51171875
MATO GROSSO;Ribeirãozinho;2194;32890.05078125;14990.91015625
GOIAS;Montes Claros de Goiás;8070;104265.5703125;12920.15039062
PIAUI;Pajeú do Piauí;3802;12159.56835938;3198.19995117
RIO GRANDE DO NORTE;Riachuelo;7171;29479.8203125;4110.97998047
PIAUI;Eliseu Martins;4923;17763.77539062;3608.32006836
GOIAS;Palmeiras de Goiás;22798;426385.15625;18702.74023438
PIAUI;Santa Cruz do Piauí;5969;19409.03515625;3251.63989258
SAO PAULO;Júlio Mesquita;4539;32815.91015625;7229.77001953
MINAS GERAIS;Matipó;17017;157143.3125;9234.49023438
MINAS GERAIS;Santa Maria do Salto;5989;25498.65429688;4257.58007812
TOCANTINS;Aragominas;5555;38742.546875;6974.35986328
MARANHAO;São João Batista;18570;47761.42578125;2571.9699707
SAO PAULO;Santana de Parnaíba;114321;3233583.0;28285.11914062
SANTA CATARINA;Santa Terezinha;9363;134408.484375;14355.28027344
PARANA;Sulina;3434;42495.37109375;12374.88964844
SAO PAULO;Pirapora do Bom Jesus;15706;123798.3671875;7882.22998047
SAO PAULO;Américo de Campos;5488;49532.8203125;9025.66015625
ACRE;Xapuri;15079;150262.34375;9965.00976562
SANTA CATARINA;Rodeio;11215;133049.5625;11863.54003906
RIO GRANDE DO SUL;Mormaço;2713;48588.73046875;17909.58984375
SAO PAULO;Carapicuíba;392701;3068291.25;7813.29980469
RIO GRANDE DO NORTE;Florânia;8487;41976.34375;4945.95996094
MINAS GERAIS;Itanhomi;12357;63975.62109375;5177.27978516
SANTA CATARINA;Fraiburgo;36469;505606.65625;13864.00976562
SAO PAULO;São Paulo;11037593;389317152.0;35271.9296875
PARAIBA;Vieirópolis;4908;16745.3203125;3411.84008789
BAHIA;Ruy Barbosa;30422;125032.375;4109.93017578
BAHIA;Olindina;24557;92409.46875;3763.06005859
RIO GRANDE DO SUL;Nova Candelária;2789;64413.734375;23095.640625
ESPIRITO SANTO;Apiacá;7883;48217.1796875;6116.60009766
PARANA;Santa Inês;1882;20552.97460938;10920.8203125
RIO GRANDE DO SUL;Arroio Grande;18748;313982.40625;16747.51953125
TOCANTINS;Rio dos Bois;2136;29670.2109375;13890.54980469
ESPIRITO SANTO;Piúma;17212;127082.0078125;7383.33984375
SAO PAULO;Birigui;110911;1409186.625;12705.55957031
MATO GROSSO;Sorriso;60028;2339762.25;38977.8515625
MINAS GERAIS;Bicas;14309;95820.9765625;6696.54980469
TOCANTINS;Novo Alegre;1802;14066.19335938;7805.87988281
ESPIRITO SANTO;Viana;60829;893107.0;14682.25976562
MINAS GERAIS;Barão de Cocais;28074;349174.84375;12437.66015625
SANTA CATARINA;Nova Trento;12025;169361.8125;14084.13964844
RIO GRANDE DO SUL;Cruzaltense;2266;28069.95703125;12387.45019531
SAO PAULO;Franco da Rocha;131366;1564532.625;11909.71972656
MINAS GERAIS;Luz;17835;245971.703125;13791.51953125
MINAS GERAIS;Cristiano Otoni;5039;37144.7109375;7371.43994141
PIAUI;Luzilândia;25099;84202.2109375;3354.80004883
SAO PAULO;Herculândia;9125;113647.359375;12454.50976562
SAO PAULO;São Simão;14329;217419.265625;15173.37011719
SERGIPE;Simão Dias;38343;238324.46875;6215.58984375
PARANA;Palmas;43409;415964.96875;9582.45996094
RIO DE JANEIRO;Mesquita;190056;1506850.625;7928.45996094
PARA;Pau_D'Arco;6522;36384.5546875;5578.74023438
GOIAS;Colinas do Sul;4026;21580.93164062;5360.39013672
MINAS GERAIS;Piedade de Ponte Nova;4273;31068.96875;7271.0
PARAIBA;Tacima;9854;34820.75;3533.66992188
SAO PAULO;Olímpia;50602;931039.375;18399.25976562
PARANA;Santa Helena;24198;287765.59375;11892.12011719
PARANA;Cascavel;296254;4991770.0;16849.63085938
ALAGOAS;São Miguel dos Campos;54064;524210.28125;9696.11035156
GOIAS;Cidade Ocidental;52380;212909.28125;4064.70996094
RIO GRANDE DO SUL;Feliz;12198;186196.921875;15264.54980469
SANTA CATARINA;Mirim Doce;2583;62780.0703125;24305.09960938
PIAUI;São Julião;6111;20749.42382812;3395.41992188
SANTA CATARINA;Santa Helena;2484;34116.1953125;13734.37988281
SAO PAULO;Tuiuti;6284;68014.0390625;10823.37011719
PARA;Brejo Grande do Araguaia;7688;32709.0234375;4254.56005859
PIAUI;Caraúbas do Piauí;5595;20702.53710938;3700.18994141
GOIAS;Campos Verdes;6093;29449.41210938;4833.31982422
AMAZONAS;Jutaí;16791;68712.0;4092.18994141
MINAS GERAIS;Morro da Garça;2966;39328.984375;13259.94042969
MATO GROSSO DO SUL;Pedro Gomes;8537;112090.9921875;13130.01953125
GOIAS;Anhanguera;1018;8194.40429688;8049.50976562
MATO GROSSO;São José do Povo;3451;26840.12890625;7777.49023438
RONDONIA;Castanheiras;3685;53634.8203125;14554.90039062
MINAS GERAIS;Conceição do Mato Dentro;18534;111202.734375;5999.93017578
PARA;Medicilândia;23682;134716.71875;5688.56982422
MINAS GERAIS;São Geraldo da Piedade;4865;23582.0546875;4847.29003906
SAO PAULO;Lutécia;2855;45721.30078125;16014.46972656
PARANA;Terra Rica;15060;177265.890625;11770.63964844
MARANHAO;Santa Inês;85701;421676.125;4920.31982422
SAO PAULO;Campina do Monte Alegre;5560;73844.609375;13281.40039062
RIO GRANDE DO SUL;Presidente Lucena;2526;35092.86328125;13892.66015625
MARANHAO;Lago Verde;15103;54978.83203125;3640.26000977
PARAIBA;Monte Horebe;4498;17304.15234375;3847.08007812
PIAUI;Picos;73021;578547.3125;7923.02978516
MINAS GERAIS;Alpinópolis;18619;215429.453125;11570.41015625
RIO GRANDE DO SUL;Pedras Altas;2638;47907.4765625;18160.52929688
MINAS GERAIS;Ibiaí;7907;37470.42578125;4738.89013672
SAO PAULO;Ibirarema;7235;97352.359375;13455.75
SAO PAULO;Terra Roxa;8619;76626.2578125;8890.38964844
BAHIA;Itaeté;14664;57720.859375;3936.22998047
MARANHAO;Porto Rico do Maranhão;7179;31663.69140625;4410.60009766
PIAUI;Morro Cabeça No Tempo;4378;13979.54101562;3193.12988281
PARANA;Cornélio Procópio;48544;698087.4375;14380.50976562
PARANA;Marilândia do Sul;9197;144476.171875;15709.04980469
BAHIA;Livramento de Nossa Senhora;44568;222608.734375;4994.81005859
AMAZONAS;Santa Isabel do Rio Negro;18506;56945.6171875;3077.13989258
SAO PAULO;Maracaí;13710;460151.53125;33563.19921875
RIO GRANDE DO SUL;Ipiranga do Sul;2029;44232.87890625;21800.33007812
PERNAMBUCO;São José do Egito;31792;140408.234375;4416.45996094
SAO PAULO;Estiva Gerbi;9657;177056.328125;18334.50976562
RIO GRANDE DO NORTE;Felipe Guerra;5875;50226.83203125;8549.25
SAO PAULO;Barretos;113618;1653910.75;14556.76953125
MINAS GERAIS;Ilicínea;11828;90500.046875;7651.33984375
MINAS GERAIS;Conselheiro Pena;22539;167532.78125;7433.02001953
ALAGOAS;Paripueira;10222;44169.84765625;4321.06005859
GOIAS;Panamá;2665;49949.5390625;18742.7890625
MATO GROSSO;Nova Nazaré;2955;27923.3046875;9449.50976562
BAHIA;Nova Ibiá;7029;33765.703125;4803.77001953
MINAS GERAIS;Extrema;27155;1394322.5;51346.80078125
MINAS GERAIS;Sete Lagoas;225358;4105512.0;18217.73046875
PERNAMBUCO;Riacho das Almas;18930;88251.09375;4661.97021484
BAHIA;Inhambupe;36719;163543.890625;4453.93017578
BAHIA;Ibicoara;16940;226989.453125;13399.61035156
AMAZONAS;Humaitá;40735;225637.4375;5539.14990234
BAHIA;Pedrão;7597;24826.99804688;3268.0
TOCANTINS;Santa Maria do Tocantins;2807;20152.46484375;7179.35986328
MINAS GERAIS;Casa Grande;2129;17346.85742188;8147.89013672
PARAIBA;São José de Princesa;4756;17805.90820312;3743.87988281
PERNAMBUCO;Ibimirim;29018;122712.40625;4228.83984375
RIO GRANDE DO SUL;Rolador;2869;39476.296875;13759.59960938
MINAS GERAIS;Soledade de Minas;5795;34376.37890625;5932.08007812
SANTA CATARINA;Irani;9754;106351.1875;10903.33984375
MARANHAO;Palmeirândia;18772;66771.796875;3556.98999023
RIO GRANDE DO NORTE;Japi;5693;21833.80664062;3835.19995117
SAO PAULO;Bento de Abreu;2982;65185.91015625;21859.80078125
RORAIMA;Boa Vista;266901;4090497.0;15325.90039062
PARAIBA;Soledade;13623;64857.828125;4760.91015625
GOIAS;Itumbiara;92832;2151446.5;23175.69921875
TOCANTINS;Santa Rosa do Tocantins;4565;49180.37890625;10773.36035156
SAO PAULO;Jaci;5556;136558.5625;24578.58007812
RIO GRANDE DO SUL;Santa Clara do Sul;5868;83222.2421875;14182.38964844
SAO PAULO;Monte Aprazível;21015;439778.15625;20926.86914062
MINAS GERAIS;Delta;7210;222820.390625;30904.34960938
SAO PAULO;Murutinga do Sul;4290;43550.0;10151.51953125
SAO PAULO;Suzanápolis;3805;106581.4296875;28010.890625
CEARA;Palhano;9268;38838.16015625;4190.56982422
PIAUI;Nova Santa Rita;4199;14452.109375;3441.80004883
SERGIPE;Santa Rosa de Lima;3996;21898.6953125;5480.14990234
MINAS GERAIS;Ibertioga;5206;36401.06640625;6992.14013672
BAHIA;Sítio do Mato;13187;57113.71484375;4331.06005859
PARAIBA;Piancó;16455;74325.6484375;4516.89990234
GOIAS;Rianápolis;4256;74336.078125;17466.1796875
GOIAS;Guapó;13973;88643.953125;6343.95019531
MINAS GERAIS;Turvolândia;5020;66255.15625;13198.24023438
RIO GRANDE DO SUL;Manoel Viana;6954;97963.34375;14087.33984375
RIO GRANDE DO NORTE;Vera Cruz;10861;49257.3515625;4535.25
GOIAS;Vicentinópolis;6093;135124.515625;22177.00976562
SAO PAULO;Nuporanga;7004;139958.46875;19982.65039062
SAO PAULO;Populina;4253;59528.67578125;13996.87011719
MINAS GERAIS;Datas;5696;26411.16992188;4636.79003906
SAO PAULO;Iacanga;9732;345773.4375;35529.53125
PARA;Alenquer;57067;208143.0625;3647.35009766
BAHIA;Iuiú;12093;54116.75;4475.04980469
RIO GRANDE DO SUL;Trindade do Sul;6105;68865.65625;11280.20996094
PIAUI;Monsenhor Gil;10639;44702.359375;4201.74023438
BAHIA;Caturama;8713;26457.0;3036.5
MINAS GERAIS;Carandaí;23286;286908.25;12321.05957031
PARAIBA;São José do Brejo do Cruz;1707;8949.33886719;5242.72998047
RIO GRANDE DO SUL;Alto Alegre;1945;33629.3828125;17290.16992188
GOIAS;Planaltina;79651;376268.8125;4723.97021484
PARANA;Itaúna do Sul;3621;27650.56640625;7636.16992188
MINAS GERAIS;Dores de Guanhães;5751;28126.56054688;4890.72998047
RIO DE JANEIRO;Macuco;5626;80818.03125;14365.09960938
MINAS GERAIS;Conceição das Alagoas;21938;493776.125;22507.80078125
SANTA CATARINA;São Bernardino;2633;41336.984375;15699.58007812
BAHIA;Elísio Medrado;8183;30162.81640625;3686.0300293
MINAS GERAIS;Montes Claros;363227;3815101.25;10503.34960938
ALAGOAS;Igaci;25865;81381.578125;3146.39990234
PARAIBA;São João do Cariri;4563;21729.8828125;4762.18994141
MINAS GERAIS;Santa Rita de Jacutinga;5869;49552.31640625;8443.05957031
SANTA CATARINA;Santa Rosa de Lima;2103;31747.20898438;15096.15039062
SANTA CATARINA;Garuva;14281;276213.59375;19341.33007812
AMAZONAS;Anori;14688;74464.953125;5069.77978516
MINAS GERAIS;Cuparaque;4561;25417.3125;5572.75
SANTA CATARINA;Balneário Camboriú;102081;1712670.375;16777.56054688
CEARA;Cascavel;67956;388962.96875;5723.75
BAHIA;Amargosa;35278;162852.53125;4616.25976562
RIO DE JANEIRO;Itaperuna;99454;1283837.125;12908.84960938
RONDONIA;Vale do Anari;9100;114088.8984375;12537.24023438
SAO PAULO;Barrinha;27169;267717.03125;9853.76953125
SAO PAULO;Pirajuí;22192;207463.359375;9348.55957031
SAO PAULO;Chavantes;12688;208633.546875;16443.36914062
GOIAS;Bonópolis;3413;37179.375;10893.45996094
CEARA;Barro;21556;77142.3359375;3578.68994141
MARANHAO;Turiaçu;33649;120007.84375;3566.45996094
MINAS GERAIS;Couto de Magalhães de Minas;4560;21101.953125;4627.62011719
MINAS GERAIS;Varjão de Minas;6520;89225.984375;13684.96972656
MATO GROSSO DO SUL;Deodápolis;11600;102620.125;8846.55957031
MINAS GERAIS;Felixlândia;14287;146535.953125;10256.58984375
PERNAMBUCO;São João;22087;94844.265625;4294.12011719
MATO GROSSO;União do Sul;4093;95659.96875;23371.59960938
SANTA CATARINA;Curitibanos;39045;541725.9375;13874.40039062
PARAIBA;Itatuba;10182;52518.5;5157.97021484
GOIAS;Santa Tereza de Goiás;4141;29901.0078125;7220.72021484
RIO GRANDE DO SUL;Taquaruçu do Sul;2925;35305.75390625;12070.33984375
MARANHAO;Aldeias Altas;22667;101972.6640625;4498.72998047
SAO PAULO;Salesópolis;16041;153077.25;9542.87011719
PARAIBA;Santana de Mangueira;5764;22390.44921875;3884.5300293
GOIAS;Anicuns;18027;241263.75;13383.46972656
SAO PAULO;Meridiano;3929;42162.82421875;10731.1796875
RONDONIA;Cujubim;14889;193657.34375;13006.74023438
TOCANTINS;Santa Terezinha do Tocantins;2343;14389.21777344;6141.35986328
PARANA;Xambrê;5829;43094.00390625;7393.04003906
PIAUI;Ribeiro Gonçalves;6869;94873.359375;13811.8203125
GOIAS;Cristianópolis;3174;28858.2109375;9092.05957031
GOIAS;Niquelândia;39803;689136.6875;17313.68945312
PARANA;Ariranha do Ivaí;2533;26521.0625;10470.21972656
SAO PAULO;Itaquaquecetuba;359253;2861017.25;7963.79980469
ESPIRITO SANTO;Vila Valério;14048;184566.296875;13138.25976562
PIAUI;Boqueirão do Piauí;6599;17958.12109375;2721.34008789
PERNAMBUCO;São Vicente Ferrer;17333;73439.6015625;4236.97998047
MATO GROSSO DO SUL;Nova Alvorada do Sul;12673;239135.078125;18869.65039062
RIO GRANDE DO SUL;Soledade;31028;326182.90625;10512.53027344
MINAS GERAIS;Maria da Fé;14637;99384.8984375;6789.97998047
PARANA;Bom Sucesso do Sul;3075;62097.67578125;20194.36914062
MINAS GERAIS;Lavras;92542;1211762.625;13094.19042969
GOIAS;Ouvidor;5017;194923.21875;38852.55078125
ALAGOAS;Carneiros;8463;24778.15429688;2927.82006836
MINAS GERAIS;Capim Branco;9276;44516.3515625;4799.08984375
PARANA;Quinta do Sol;5189;67906.765625;13086.6796875
MINAS GERAIS;Santana do Paraíso;24695;201738.765625;8169.22021484
BAHIA;Guajeru;9330;29756.83203125;3189.37011719
PARANA;Missal;10760;124092.0546875;11532.71972656
GOIAS;Uruaçu;34470;350877.25;10179.20996094
BAHIA;Alcobaça;20242;142096.75;7019.89990234
MINAS GERAIS;Brasília de Minas;32438;146346.96875;4511.58984375
RIO GRANDE DO SUL;General Câmara;9101;107045.6640625;11761.96972656
SANTA CATARINA;Maracajá;6185;120909.96875;19548.90039062
SAO PAULO;Estrela do Norte;2474;27035.44726562;10927.83007812
MINAS GERAIS;Coluna;9570;39630.35546875;4141.10009766
MARANHAO;Campestre do Maranhão;12716;68475.671875;5385.0
PARAIBA;Lagoa de Dentro;7495;35610.0234375;4751.16992188
MINAS GERAIS;Durandé;7146;49162.2421875;6879.68994141
BAHIA;Curaçá;34421;142728.21875;4146.54003906
MINAS GERAIS;Boa Esperança;39254;426140.21875;10855.96972656
RIO GRANDE DO SUL;Vila Nova do Sul;4401;51036.37109375;11596.54003906
MINAS GERAIS;Dom Bosco;3839;38927.5625;10140.03027344
SAO PAULO;Parisi;2149;21989.21679688;10232.29980469
MATO GROSSO DO SUL;Santa Rita do Pardo;7454;146599.171875;19667.1796875
MARANHAO;Sambaíba;6038;100500.4921875;16644.66992188
SANTA CATARINA;Urussanga;19936;412457.40625;20689.08007812
GOIAS;Iporá;32045;231045.234375;7210.02001953
RIO GRANDE DO SUL;Benjamin Constant do Sul;2188;16956.55664062;7749.79980469
SAO PAULO;Uru;1395;41700.69140625;29892.97070312
CEARA;Arneiroz;7486;29477.015625;3937.62011719
MINAS GERAIS;Gonzaga;5786;22850.0;3949.18994141
PARANA;Pontal do Paraná;17820;188657.046875;10586.80957031
MINAS GERAIS;Jaguaraçu;2857;36942.16015625;12930.40039062
ESPIRITO SANTO;Pedro Canário;24404;182193.703125;7465.72998047
CEARA;São Luís do Curu;12613;48670.078125;3858.7199707
ALAGOAS;Campo Grande;9909;32337.46289062;3263.43994141
SAO PAULO;Óleo;2699;37124.59765625;13754.95019531
CEARA;Sobral;182431;1964743.0;10769.79003906
SANTA CATARINA;Campos Novos;29133;792458.9375;27201.41992188
BAHIA;Itaju do Colônia;7706;38664.078125;5017.39990234
GOIAS;Nova Roma;3633;34341.16015625;9452.55957031
RIO GRANDE DO NORTE;João Dias;2824;11670.41210938;4132.58007812
GOIAS;Rio Verde;163021;4260318.5;26133.55078125
SAO PAULO;Ituverava;40882;515295.625;12604.45996094
MARANHAO;Satubinha;8715;30406.22851562;3488.94995117
CEARA;Jaguaribara;10399;49820.03515625;4790.85009766
SAO PAULO;Sarutaiá;3790;29042.109375;7662.83007812
PARANA;Araruna;12962;186316.640625;14374.0703125
AMAPA;Ferreira Gomes;5475;69937.7265625;12774.00976562
SANTA CATARINA;Ipuaçu;6881;96428.328125;14013.70996094
CEARA;Penaforte;8168;39802.4375;4872.97021484
MINAS GERAIS;Riachinho;8437;50315.84765625;5963.70996094
RIO GRANDE DO SUL;Barão;5444;79637.046875;14628.41015625
SAO PAULO;Taiaçu;6093;61799.54296875;10142.70996094
MARANHAO;Ribamar Fiquene;7477;38161.09375;5103.79980469
MATO GROSSO;Salto do Céu;3584;37381.26953125;10430.04003906
RIO GRANDE DO SUL;Augusto Pestana;7361;127803.0390625;17362.1796875
RIO GRANDE DO SUL;Relvado;2244;25592.65039062;11404.91992188
MINAS GERAIS;Natalândia;3376;22510.84179688;6667.89990234
RIO GRANDE DO SUL;Salto do Jacuí;12770;183266.203125;14351.30957031
PARANA;Bela Vista do Paraíso;15496;198103.0;12784.13964844
PARAIBA;Itaporanga;23224;110128.4765625;4742.00976562
PARANA;Terra Roxa;16734;257026.0625;15359.50976562
RIO GRANDE DO NORTE;Galinhos;2264;41610.7265625;18379.30078125
SERGIPE;Gararu;11999;63070.28515625;5256.29980469
MINAS GERAIS;Porteirinha;37842;151847.9375;4012.67993164
MINAS GERAIS;Pedra do Indaiá;4080;44977.984375;11024.01953125
PARAIBA;Brejo do Cruz;12852;50586.421875;3936.07006836
TOCANTINS;Pindorama do Tocantins;4500;28997.30273438;6443.83984375
PARAIBA;Bom Sucesso;5296;21925.64257812;4140.04003906
BAHIA;Ibiassucê;9008;42919.61328125;4764.60986328
RIO GRANDE DO SUL;Pouso Novo;1998;31436.0234375;15733.75
PARANA;Tapira;5904;58383.55078125;9888.80957031
MINAS GERAIS;Bom Jesus do Amparo;5744;31200.84179688;5431.89990234
PARAIBA;Gurjão;3093;15591.55957031;5040.91992188
MINAS GERAIS;Muriaé;99628;927707.0;9311.70996094
BAHIA;Maiquinique;8848;43714.84765625;4940.64990234
SANTA CATARINA;Tijucas;29674;546768.125;18425.83007812
SAO PAULO;Pereira Barreto;24777;684139.75;27611.890625
CEARA;Alto Santo;20829;72420.8203125;3476.91992188
MINAS GERAIS;Pirapetinga;10636;173502.703125;16312.78027344
RIO GRANDE DO SUL;Júlio de Castilhos;19947;395731.46875;19839.15039062
PERNAMBUCO;Casinhas;14798;51537.203125;3482.70996094
ALAGOAS;Penedo;61082;313189.03125;5127.35009766
TOCANTINS;Itaguatins;6226;31931.55273438;5128.74023438
MATO GROSSO DO SUL;Taquarussu;3165;46686.03125;14750.71972656
PARA;Placas;19592;63461.06640625;3239.12988281
SANTA CATARINA;Zortéa;3015;35851.91796875;11891.1796875
RIO GRANDE DO NORTE;Almino Afonso;5071;20359.54492188;4014.89990234
ESPIRITO SANTO;Fundão;16431;195260.3125;11883.65039062
SANTA CATARINA;Águas de Chapecó;6354;134774.40625;21210.94921875
RIO GRANDE DO SUL;Bossoroca;7885;120348.6640625;15262.99023438
CEARA;Quixelô;16272;56937.3046875;3499.10009766
MINAS GERAIS;Paineiras;4672;40149.4609375;8593.62988281
RIO GRANDE DO NORTE;Tangará;13610;65106.89453125;4783.75
ALAGOAS;Igreja Nova;23807;129697.7734375;5447.87988281
PERNAMBUCO;Terra Nova;9801;73080.0390625;7456.39013672
MATO GROSSO DO SUL;Rio Verde de Mato Grosso;19216;226357.765625;11779.65039062
MINAS GERAIS;Romaria;3636;97473.984375;26808.02929688
GOIAS;Bom Jardim de Goiás;8734;71251.1953125;8157.91015625
CEARA;Piquet Carneiro;15673;51314.25390625;3274.05004883
SAO PAULO;Pacaembu;13778;117579.875;8533.88964844
AMAPA;Tartarugalzinho;13769;119988.0234375;8714.36035156
SANTA CATARINA;Gravatal;10793;121639.0234375;11270.1796875
PARANA;Mandirituba;21885;219810.0;10043.87011719
RIO GRANDE DO SUL;Alvorada;213894;1187824.0;5553.33007812
PARA;Belém;1437600;16526989.0;11496.24023438
RIO GRANDE DO SUL;Jóia;8566;186524.0;21774.91992188
RIO DE JANEIRO;Vassouras;34259;361800.78125;10560.75
PARAIBA;Belém;17746;79507.0546875;4480.27978516
SAO PAULO;Cristais Paulista;7436;136067.734375;18298.50976562
